utt_key,transcription,counts
2646046871_c3a5dbb971_3,"a child jumping in the air with his or her shirt flying open","wearing=2|little=1|shirt=4|baby=1|jumps=5|skateboard=1|young=5|air=4|water=1|field=1|race=1|small=4|smiling=1|face=1|beach=1|children=3"
2646116932_232573f030_3,"a young boy in a striped shirt is leaning against a tree while another child sits at a picnic table","boy=4|little=2|grass=4|stands=4|dirt=2|tree=4|sitting=4|park=2|young=5|face=1|field=3|small=1|sits=5|hat=1|children=5|shirt=2"
2647049174_0fb47cee2e_0,"a child puts dirt into his mouth","boy=3|little=1|brown=2|dirt=5|tree=1|young=4|face=4|baby=2|sand=1|mouth=5|holding=1|small=3|children=3"
2648165716_02e2e74fd6_3,"a little boy in a winnie the pooh t-shirt is waiting to swing his red bat","wearing=4|boy=4|little=5|ball=2|stands=3|dirt=1|carrying=1|park=1|young=2|baby=1|race=1|mouth=1|holding=3|small=2|field=2|smiling=1|children=4|red=1|shirt=3"
2649406158_ded6be38de_2,"a muzzled animal jumps over a metal bar and splashes through the mud","wearing=2|brown=1|dirt=1|jumps=5|air=2|water=2|field=1|running=2|mouth=2|face=1|dogs=1|swimming=2"
2652522323_9218afd8c2_1,"a little girl with a hat playing ball with her mom","wearing=1|little=4|ball=3|football=1|park=1|young=4|face=1|toy=1|holding=1|small=2|smiling=2|hat=4|children=4|women=4"
2654514044_a70a6e2c21_0,"a brown dog running","brown=4|little=1|dirt=1|park=1|young=1|large=1|running=5|dogs=4"
2657484284_daa07a3a1b_4,"two people rafting down a river a footbridge in the background","water=5|mountain=1|sitting=3|jacket=1|riding=4|white=1|sits=1|rides=3"
2660008870_b672a4c76a_3,"a redheaded boy has just come up from under the water in a pool","boy=4|little=2|face=1|young=4|air=1|water=4|pool=5|small=2|women=1|hat=1|children=2|red=4|swimming=3"
2662845514_8620aaee96_3,"a martial artist breaks ice with a kick","jacket=1|camera=1|black=1"
2663794355_e726ec7e05_1,"two people sunbathe beside water","hair=1|ocean=5|water=4|sand=3|beach=4|pool=2"
2666179615_f05a9d8331_2,"a woman in a red shirt with her arm raised","wearing=2|shirt=2|top=1|young=3|air=1|field=1|mouth=1|holding=1|face=1|red=3|women=4"
2666205903_8d287669e1_3,"a young oriential girl is standing above the crowd playing with a pinwheel","wearing=1|little=4|toy=3|stands=4|stick=1|top=2|young=5|face=3|race=1|road=1|holding=2|small=1|carrying=2|children=3|red=1|women=1"
2667015110_1670324a33_2,"a young boy is holding a book","boy=5|little=3|stands=1|young=5|small=2|carrying=1|holding=4|baby=1|smiling=1|children=4"
2675685200_0913d84d9b_4,"the boy in blue and white pajamas is sitting at the table eating","wearing=5|boy=4|little=1|sitting=3|young=4|mouth=2|small=1|white=2|sits=4|children=2"
2676764246_c58205a365_0,"the greyhounds are running quickly in this race","sits=1|dirt=1|running=5|race=5|grass=1|dogs=5"
2677656448_6b7e7702af_1,"a dog in a swimming pool swims toward sombody we cannot see","jumps=1|water=5|mouth=1|swimming=5|beach=1|dogs=5|pool=4|women=1"
2682382530_f9f8fd1e89_1,"a man practicing a high kick on the cement near the grass","park=1|boy=1|street=2|grass=2"
2683963310_20dcd5e566_2,"a blonde baby playing in the sand","boy=1|little=1|toy=1|dirt=1|sitting=2|young=3|ocean=2|water=1|baby=5|sand=5|small=2|sits=1|beach=3|children=4"
2689001252_e0016c89f0_2,"girl in bathing suit pointing and laughing at child in orange bathing bottoms while another girl looks on","wearing=1|water=1|little=1|stands=1|face=1|shirt=1|sitting=1|young=3|three=2|hair=1|small=2|ocean=1|orange=4|smiling=3|swimming=2|children=5|pool=1|women=1"
2693425189_47740c22ed_1,"a boy plays with a foam noodle toy by a pool","boy=4|ball=1|carrying=1|young=3|ocean=1|water=4|toy=4|small=2|smiling=1|children=4|pool=5|swimming=2"
2696866120_254a0345bc_1,"a dog lies on the ground","sits=2|sitting=1|park=1|field=1|mouth=1|rock=1|grass=1|dogs=5|road=1"
2698666984_13e17236ae_4,"woman jogging in the rain","wearing=1|park=1|water=4|running=5|walks=1|road=1|women=5"
2704934519_457dc38986_4,"a woman splashes in the water","mountain=1|swimming=5|ocean=3|water=5|grass=1|beach=4|pool=3|women=4"
2706766641_a9df81969d_0,"a child and floor covered in white powder","boy=1|little=1|dirt=1|young=4|mouth=1|small=2|white=5|children=4"
270724499_107481c88f_3,"small dog running in the grass with a toy in its mouth","little=4|ball=1|stands=1|tennis=3|park=1|face=1|field=1|running=5|carrying=2|mouth=4|holding=4|small=5|toy=3|grass=5|dogs=2"
2707873672_15e6b5d54b_4,"two twin pre-teen boys dueling with sticks","boy=5|little=2|tree=1|young=5|mouth=1|stick=5|holding=4|small=2|smiling=2|children=5"
270816949_ffad112278_4,"distant horse rider on plain in the middle of brown mountains","mountain=4|stands=1|brown=3|sitting=1|field=3|riding=3|rides=3"
2708686056_1b8f356264_3,"girl is wading through the gray ocean","sitting=1|young=3|ocean=5|water=3|sand=2|walks=2|small=1|beach=3|children=3|swimming=2"
2712787899_d85048eb6a_2,"a young woman sitting on a ledge with a black purse looking at her finger nails","wearing=1|little=1|sitting=4|face=2|carrying=1|young=4|air=1|street=1|black=3|sits=4|women=3"
2715035273_8fc8b1291c_2,"two girls pass two boys by a tree in a neon lit street","building=1|boy=4|little=1|race=1|shirt=1|face=1|car=1|tree=2|young=4|dogs=1|hair=1|street=3|mouth=1|walks=2|small=1|sits=1|children=4|road=1|women=2"
2718024196_3ff660416a_0,"a boy in a blue bathing suit jumps with his arms in the air in a backyard setting","wearing=4|boy=3|little=2|jumps=5|young=4|air=2|water=1|field=2|small=1|grass=3|children=5|pool=3|swimming=1"
2718495608_d8533e3ac5_0,"a brunette girl wearing sunglasses and a yellow shirt","wearing=3|brown=1|shirt=4|top=2|young=3|yellow=4|hair=1|small=1|orange=1|children=2|pool=1|women=2"
2723477522_d89f5ac62b_2,"the large brown dog is chasing after the little brown dog","brown=4|large=2|field=1|running=2|grass=1|dogs=5"
2729655904_1dd01922fb_2,"two boys play with two dogs at the shore","boy=4|little=1|face=1|young=3|sand=3|children=3|water=4|running=1|mouth=1|stick=1|holding=1|walks=1|ocean=4|beach=5|dogs=3|swimming=1"
2731171552_4a808c7d5a_0,"a boy held by a man points his arm towards the sky as another boy peers through his hands into the air","boy=5|little=1|park=1|young=2|three=2|carrying=2|holding=4|small=1|air=4|children=4"
2735558076_0d7bbc18fc_1,"a group of people sit on pavement wearing dark shoes and warm clothes","wearing=3|sitting=2|jacket=2|street=3|black=2|sits=4|hat=1|road=1"
2739331794_4ae78f69a0_4,"someone is driving an orange motorbike along pavement","boy=1|sitting=1|bike=4|street=2|orange=4|riding=2|rides=3|road=4"
2748729903_3c7c920c4d_2,"a person hanging from a parachute makes a splash as their body hits the water","rides=1|jumps=2|air=1|water=4|holding=2|ocean=3|face=1|beach=2|pool=1|swimming=1"
2757803246_8aa3499d26_4,"a small child wearing blue smiles as he stands behind a group of people","wearing=3|boy=3|little=3|stands=2|young=3|face=1|mouth=4|small=2|smiling=4|children=4"
2759860913_f75b39d783_4,"a man wearing a yellow coat stands at the peak of a mountain","wearing=3|large=1|stands=5|snowy=1|top=3|snow=2|yellow=4|air=3|jacket=4|mouth=1|climbing=4|mountain=4|face=2|shirt=1"
2762301555_48a0d0aa24_4,"a wet child shivers under a towel at a pool","wearing=1|boy=2|little=1|stands=1|young=5|water=4|mouth=1|holding=1|small=3|children=4|pool=4|swimming=2"
2763044275_aa498eb88b_0,"a pack of black dogs running in grass","mountain=1|dirt=1|park=1|three=1|field=3|running=3|race=1|black=3|grass=4|dogs=5"
2764178773_d63b502812_4,"a person is holding onto a bicycle in the air with his body in flight position","sitting=1|jumps=2|air=4|bike=3|holding=5|riding=4|face=1|rides=4"
2774430374_fee1d793e7_3,"a small boy wearing a red shirt swinging a baseball bat","wearing=4|boy=5|little=4|ball=4|stands=1|top=1|young=5|face=1|carrying=2|holding=4|small=2|children=5|red=4|shirt=2"
2774554310_007e980a90_1,"a woman in pink pants and a black tank top displays the tattoo on her back","wearing=3|pink=3|shirt=3|top=3|young=1|black=4|smiling=1|women=4"
2782433864_5a0c311d87_3,"two dogs meet and check out a third dog at the beach","hair=1|stands=1|three=3|ocean=4|water=3|sand=4|black=1|mouth=1|sits=1|beach=5|dogs=4"
2788945468_74a9618cfa_2,"a middle aged man is standing next to a white wall underneath some catholic theme pictures","building=3|white=4|street=1|mouth=1|stands=3"
2796801478_8ebd7e550b_2,"a skateboarder is jumping through the air in front of a graffiti covered wall","building=1|boy=2|skateboard=5|jumps=5|park=2|young=2|air=4|street=3|orange=1|riding=3|face=1|rides=4|children=1"
2797149878_bb8e27ecf9_0,"a blond boy in a dark hoodie is holding a fishing rod","wearing=4|boy=5|stands=1|young=2|ocean=1|water=2|carrying=3|stick=1|holding=2|small=1|hair=1|beach=1|children=4"
279728508_6bd7281f3c_0,"a boy jumps into water fully clothed","wearing=4|boy=3|little=1|jacket=1|hat=1|jumps=3|shirt=2|young=1|air=1|water=4|mouth=1|small=1|ocean=1|beach=2|children=2|pool=4|swimming=5"
2806710650_e201acd913_1,"a person wearing a striped shirt is walking on a hill","wearing=3|mountain=1|shirt=4|top=1|walks=4|field=1|carrying=1|stick=1|rock=1|climbing=1|grass=1"
280706862_14c30d734a_0,"a black dog emerges from the water onto the sand holding a white object in its mouth","ball=2|stands=1|top=1|mouth=4|ocean=4|water=4|carrying=4|black=3|holding=5|toy=3|white=3|beach=3|dogs=5|pool=1|swimming=3"
2813033949_e19fa08805_4,"there is a white and black dog jumping off the ground trying to catch a ball","ball=2|carrying=1|jumps=5|tennis=2|park=1|air=3|large=3|field=1|running=3|toy=3|black=3|small=1|mouth=2|white=2|soccer=1|dogs=5"
2813992915_f732cf8539_4,"bmx biker jumps off of ramp","bike=5|race=2|jumps=5|air=2|street=1|riding=1|sits=1|rides=4|road=1"
2815256108_fc1302117d_2,"two men are talking on the street ; one is pointing at a sign that says jesus or hell beneath a red box and the other is standing there listening","wearing=1|boy=1|stands=4|street=4|mouth=2|red=1|road=2"
2822290399_97c809d43b_1,"a white dog is walking down a dirt road","brown=1|stands=1|dirt=2|running=1|field=1|sand=1|street=3|walks=5|white=4|grass=1|dogs=5|road=3"
2830869109_c4e403eae6_0,"a boy and girl playing with buckets in a lawn sprinkler","boy=5|little=2|toy=2|dirt=1|young=3|face=1|water=4|field=1|holding=1|hair=1|grass=3|children=4"
2831217847_555b2f95ca_2,"a blue suv drives in a stream surrounded by woodlands","wearing=1|mountain=1|dirt=1|large=1|tree=3|air=1|water=4|field=1|car=4|riding=3|rides=3|road=1"
2839038702_e168128665_2,"a dog stands at the top of a mountain and looks on","mountain=5|stands=5|dirt=1|top=3|snowy=1|air=1|rock=2|dogs=3"
2842865689_e37256d9ce_0,"an african man and a boy are standing behind a coarse wooden table in a blue room","building=1|boy=4|stands=3|young=2|face=2|black=2|small=1|smiling=1|children=4"
2843695880_eeea6c67db_2,"two people in water","water=4|sand=1|ocean=3|pool=4|swimming=3"
2844018783_524b08e5aa_3,"three little boys are playing on the floor of an unfinished house","building=3|boy=4|little=2|shirt=1|sitting=1|three=5|young=4|running=1|small=3|smiling=1|face=1|children=3"
2844641033_dab3715a99_0,"a black boy in orange and white trucks on playing in the sand","wearing=4|boy=5|little=5|sand=3|sitting=1|white=4|park=1|young=5|yellow=1|ocean=4|water=2|baby=1|running=1|black=4|orange=4|small=3|smiling=1|beach=4|children=3|pool=1|shirt=1"
2847615962_c330bded6e_4,"the spotted dog rolls on its back","grass=1|dogs=4"
2854207034_1f00555703_4,"there is one person lying in a large green field","grass=5|sitting=2|park=2|large=2|field=4|soccer=1"
2854959952_3991a385ab_3,"two dogs play catch with a ball in a field","little=1|ball=3|jumps=1|park=2|face=1|field=3|running=2|carrying=1|mouth=1|walks=1|toy=2|grass=1|dogs=5"
2856080862_95d793fa9d_0,"a group of men are standing around during a sports game in a park","wearing=1|soccer=1|grass=3|stands=4|dirt=1|park=3|field=3|ball=2|sits=1"
2860872588_f2c7b30e1a_0,"a black and a blonde dog are either playing or fighting with each other","brown=1|jumps=1|park=1|yellow=1|hair=1|black=5|dogs=4"
2861932486_52befd8592_1,"a man is taking a look at the food products","mouth=1|park=1|face=1"
2862004252_53894bb28b_2,"a brown and tan dog walks through the green grass","brown=5|dirt=1|park=1|field=2|walks=5|grass=4|dogs=4|road=1"
2866254827_9a8f592017_1,"a man on a yellow sport bike does a wheelie as his friend on a black bike catches up","boy=1|race=3|stands=2|sitting=1|top=1|mouth=1|bike=3|street=3|black=3|yellow=3|riding=3|sits=3|rides=3|road=3"
2868575889_2c030aa8ae_1,"a man in a red shirt is performing an aerial trick with a skateboard on a sidewalk","wearing=5|shirt=3|jumps=3|skateboard=4|air=3|street=5|mouth=1|road=1|holding=2|riding=5|smiling=1|rides=4|top=2|red=3"
2869491449_1041485a6b_4,"two large dogs are fighting with teeth bared near some trees","tree=3|jumps=1|park=1|large=1|field=2|mouth=2|dogs=4"
2870875612_2cbb9e4a3c_4,"dog swimming in the water with a stick in its mouth","face=1|water=4|carrying=5|mouth=5|stick=5|holding=2|beach=1|dogs=5|pool=1|swimming=3"
2876993733_cb26107d18_0,"empty seats at a stadium except for two people in green rain ponchos","wearing=4|building=1|stands=5|sitting=4|football=1|park=1|water=1|sits=2"
2877503811_4e311253ec_4,"a group of ten people posing outside of a classic-style building","building=5|street=2|stands=3|face=1|camera=2|mouth=1|smiling=1|sits=1"
2878190821_6e4e03dc5f_2,"a young child with a dirty shirt is standing on a playground","wearing=1|little=3|toy=1|stands=4|dirt=2|park=1|young=5|running=1|field=1|sand=1|mouth=1|small=1|soccer=1|children=4|shirt=5"
2878272032_fda05ffac7_1,"a dog on a log looks at a splash in the water as another dog looks on","brown=1|stands=1|tree=1|face=1|water=5|stick=2|ocean=2|beach=2|dogs=4|pool=1|swimming=1"
2883099128_0b056eed9e_3,"a shirtless man is getting ready to hit a tennis ball","ball=4|tennis=5|face=1|carrying=1|holding=2|grass=1"
2884301336_dc8e974431_0,"a dog comes out of a blue baby pool with a ball in his mouth","little=1|ball=4|jumps=1|tennis=1|children=1|water=5|running=1|toy=5|mouth=4|holding=3|baby=3|carrying=2|grass=1|dogs=5|pool=4|swimming=5"
2884420269_225d27f242_4,"two young men are both standing on one leg with their arms stretched out on the street","boy=1|stands=4|car=1|young=5|street=5|road=3"
2885387575_9127ea10f1_3,"a gray dog chases a blue soccer ball on the grass","soccer=4|little=1|ball=4|park=1|dogs=3|field=2|running=3|toy=3|grass=4|children=1"
2886411666_72d8b12ce4_2,"a dog runs through a lush green lawn","running=5|grass=4|park=1|dogs=4|race=1"
2890113532_ab2003d74e_4,"two dogs running through a field","sits=1|park=1|field=4|running=2|grass=2|dogs=3"
2891617125_f939f604c7_3,"a person riding a dirt bike","bike=4|sitting=1|jumps=1|dirt=4|snowy=1|race=1|riding=4|grass=1|rides=3"
2892995070_39f3c9a56e_0,"a black dog is running along the beach beside a brown dog in midair catching a stick in its mouth","brown=2|ball=1|face=1|toy=1|jumps=3|running=4|air=3|water=3|field=1|sand=2|carrying=2|black=4|stick=5|holding=1|mouth=3|ocean=2|beach=2|dogs=5|swimming=1"
2893374123_087f98d58a_0,"a blue motorcycle is jumping over some colored barrels","riding=3|jumps=3|bike=1|rides=2|air=4"
2894217628_f1a4153dca_0,"a holder and kicker for a football team dressed in orange white and black play while onlookers behind them watch","wearing=2|grass=1|shirt=1|carrying=1|football=5|field=3|running=1|ball=2|black=3|holding=2|orange=4|white=5|sits=1"
2900274587_f2cbca4c58_1,"a sunset over a lake","yellow=1|ocean=1|water=3|sand=1|beach=2|red=1|swimming=1"
2901074943_041aba4607_0,"a child plays on the floor","boy=1|little=2|ball=2|dirt=1|young=3|small=4|holding=1|baby=1|smiling=1|sits=1|children=5"
2901880865_3fd7b66a45_0,"a lone surfboarder on a white surfboard flying through the air over a wave","smiling=1|rides=1|top=1|young=1|air=3|water=4|sand=1|ocean=3|riding=1|white=2|face=1|beach=1|jumps=3|swimming=1"
2902269566_419d9f1d8e_3,"motocross rider during jump wearing black and white striped helmet","wearing=3|bike=2|grass=1|dirt=1|rides=4|jumps=3|sitting=1|air=2|jacket=1|street=1|black=3|riding=3|white=1|sits=1|hat=1|road=1"
2905942129_2b4bf59bc0_0,"a couple of smiling little boys ride together in a plastic chair-swing one on the other 's lap","boy=5|little=5|toy=1|sitting=3|park=1|young=3|baby=1|mouth=1|walks=1|small=3|riding=2|smiling=5|sits=2|rides=4|children=4"
2909875716_25c8652614_1,"a girl in along grass field is spinning some yellow material around her","little=1|sits=1|tree=1|park=1|young=5|yellow=4|air=1|large=1|field=4|carrying=1|rock=1|grass=5|children=3"
2909955251_4b326a46a7_1,"a lone yellow canoe being paddled through a river","grass=1|yellow=3|face=1|water=3|sand=1|rock=1|riding=1|sits=1|rides=1"
2910758605_73a3f5a5c2_2,"a man carries a child while he walks with a woman","boy=1|little=1|carrying=3|young=5|air=1|small=1|street=1|holding=4|walks=3|baby=2|children=5|women=3"
2913965136_2d00136697_4,"three boys play soccer","boy=2|little=1|ball=4|shirt=1|soccer=5|park=1|three=2|young=3|field=2|small=1|grass=1|children=4"
2914206497_5e36ac6324_0,"a race cars muffler catches on fire","street=1|car=4|race=3|red=1|riding=1|road=2"
2918769188_565dd48060_4,"the arm of a swimmer rises from the water inside the striped lane marker","face=1|jumps=1|air=1|water=5|race=4|ocean=2|top=1|pool=4|swimming=4"
2921094201_2ed70a7963_0,"a man sits in an airplane seat holding a young girl in his arms surrounded by other passengers","little=1|sitting=3|top=1|young=3|air=2|carrying=2|holding=3|baby=1|riding=4|sits=3|rides=2|children=3"
2922222717_12195af92d_4,"small black dog biting the fingers of a woman","little=4|mouth=3|small=2|black=4|dogs=3|women=5"
2922973230_5a769ef92a_4,"a woman walks to the cows","field=2|mountain=1|women=3|beach=1|walks=5"
2924259848_effb4dcb82_3,"a person rides a dirt bike","dirt=3|bike=4|riding=5|sits=1|rides=5|road=1"
2926233397_71e617f3a3_0,"a brown dog up to its neck in water","brown=3|park=2|ocean=2|water=5|dogs=5|pool=2|swimming=5"
2926595608_69b22be8d4_0,"a group of basketball players wearing yellow and green reach for a ball","wearing=3|boy=1|ball=3|stands=1|jumps=1|tennis=1|three=1|yellow=5|shirt=4"
2928152792_b16c73434a_1,"a boy in a green soccer uniform hangs upside down from a farm vehicle","wearing=2|boy=5|building=1|sitting=1|young=3|field=1|riding=1|climbing=3|soccer=3|rides=2|children=3"
2929506802_5432054d77_0,"a boy pushes a wagon full of pumpkins","boy=4|young=2|field=1|mouth=1|holding=1|walks=1|small=1|children=2"
2932740428_b15384f389_3,"person popping a wheelie on a dirt road","bike=4|dirt=5|car=1|three=1|field=1|sand=1|street=2|riding=2|smiling=1|rides=2|road=4|women=1"
293327462_20dee0de56_4,"two light brown dogs are tugging at a blue toy in front of a blue shed","building=1|brown=4|toy=4|jumps=1|young=1|mouth=3|holding=1|dogs=5"
2933637854_984614e18b_1,"a football player wearing an orange uniform smiling and holding the football","wearing=4|soccer=2|ball=4|stands=1|football=5|face=1|field=2|carrying=3|mouth=1|holding=4|orange=5|smiling=3|grass=1|shirt=3"
2933912528_52b05f84a1_1,"two black dogs run in the sand by a pier","sand=2|ocean=5|water=2|running=3|black=5|beach=3|dogs=4"
2934359101_cdf57442dc_0,"a boxer is being examined in his corner by a member of his support team","brown=1|sitting=1|sits=1|mouth=2|face=1"
2938120171_970564e3d8_0,"a large dog sniffing a smaller dog outside","stands=1|face=1|large=4|small=3|air=1|dogs=5"
2938747424_64e64784f0_4,"white medium sized dog is running through the ocean","sand=4|ocean=5|water=5|running=5|race=1|white=2|beach=2|dogs=5|swimming=1"
293879742_5fe0ffd894_4,"a small tan dog is jumping over a chain linked fence","little=4|jumps=5|dogs=5|air=1|mouth=1|walks=1|small=2|climbing=2|grass=1|top=3"
293881927_ac62900fd4_1,"one dog apparently standing on the edge of a fence confronts three others in a backyard setting","building=1|brown=1|little=1|stands=3|dirt=1|top=1|sitting=1|tree=1|three=2|field=1|small=1|climbing=1|grass=2|dogs=5"
2943023421_e297f05e11_4,"there is a blue car on a road in the roads splashing through a puddle","street=5|dirt=1|car=4|park=1|water=3|race=1|riding=1|rides=2|road=3"
2944362789_aebbc22db4_0,"a man going skating down a slide while two kids look on","boy=1|little=2|sitting=1|skateboard=4|young=3|face=1|street=1|riding=1|grass=1|rides=2|children=5"
2944836001_b38b516286_0,"a black dog leaps for a ball held by a man","ball=4|jumps=5|air=2|field=1|toy=2|black=4|holding=5|carrying=1|grass=2|mouth=3|dogs=5"
2944952557_8484f0da8f_2,"a woman in blue has a yellow ball in her mitt","wearing=2|ball=4|yellow=3|field=1|carrying=2|holding=2|small=1|toy=1|women=4"
2945036454_280fa5b29f_0,"a dog is jumping in the air trying to catch a red frisbee","toy=4|jumps=4|park=2|air=4|field=1|mouth=4|holding=1|small=1|ocean=1|dogs=4|red=4"
2949982320_c704b31626_3,"a young man does tricks with his bike on a course","boy=1|dirt=1|jumps=4|sitting=1|skateboard=1|young=3|bike=5|street=1|holding=1|small=1|riding=5|smiling=1|rides=4"
2950905787_f2017d3e49_0,"a man is climbing the mountain","mountain=5|snowy=1|tree=1|snow=2|face=1|jacket=2|carrying=1|rock=3|climbing=4"
2953015871_cae796b6e7_1,"a black dog rolling in the green grass","mountain=1|dirt=1|hair=1|field=1|black=3|grass=4|dogs=5"
2963573792_dd51b5fbfb_2,"a young girl is sliding down a slide at a playground","little=2|sitting=2|park=4|young=5|face=1|mouth=1|small=1|riding=1|smiling=1|sits=1|rides=2|children=4"
2966552760_e65b22cd26_2,"a smiling child sits against a wall on a blanket and eats a snack","building=2|sitting=3|young=1|face=1|carrying=1|mouth=3|holding=1|climbing=1|smiling=4|sits=4|children=4"
2968182121_b3b491df85_0,"a brown number six race dog is slightly behind a black race dog on a track","brown=3|toy=1|stands=1|dirt=2|hair=2|running=4|race=5|black=5|dogs=5"
2971431335_e192613db4_2,"somebody in the air on a board","stands=1|jumps=4|skateboard=4|snow=1|air=3|water=1|riding=4|rides=2"
2981702521_2459f2c1c4_1,"people standing in front of a subway train","shirt=1|car=1|top=3|riding=2|children=1|stands=4"
2984174290_a915748d77_2,"man falling off a blue surfboard in the ocean","rides=1|ocean=5|water=4|sand=2|camera=1|riding=2|beach=3|swimming=1"
2985679744_75a7102aab_0,"a bearded man on a train","sitting=1|face=1|hair=1|black=1|riding=2|mouth=1|sits=3|rides=4"
2991575785_bd4868e215_2,"a girl in jeans tries to show an adult how high she can kick","little=2|shirt=1|dirt=1|face=2|jumps=1|football=1|young=5|air=1|field=1|street=1|mouth=1|small=2|soccer=1|children=2|women=3"
2991994415_504d1c0a03_1,"girls dressed in red and black costumes hold a wrestling pose","wearing=3|little=1|stands=1|shirt=2|young=3|face=2|black=4|holding=1|small=1|children=1|red=3|women=1"
2991994607_06f24ec7a6_2,"people are at a costume party","wearing=2|boy=1|toy=1|shirt=2|smiling=1|women=1"
2994179598_a45c2732b5_1,"a man wears a orange jersey","wearing=5|shirt=2|jacket=1|field=1|mouth=1|orange=3"
2999730677_0cfa1c146e_3,"two puppies playing with each other surrounded by a bunch of leaves","jumps=1|tree=1|young=3|running=1|small=2|climbing=1|grass=1|dogs=4"
300314926_0b2e4b64f5_3,"a waterskier is jumping through the air whilst holding onto the line","wearing=1|stands=1|rides=1|jumps=5|air=3|water=4|carrying=1|holding=5|riding=1|ocean=1|beach=3|swimming=1"
3003691049_f4363c2d5c_4,"the girl is playing with her dog in her driveway","little=1|ball=1|shirt=1|young=5|children=2|street=3|mouth=1|toy=1|grass=1|dogs=5|road=1|women=1"
3004823335_9b82cbd8a7_2,"a dog in a grassy field looking up","grass=4|stands=1|dirt=2|tree=1|park=4|field=1|small=1|sits=1|beach=3|dogs=5"
300550441_f44ec3701a_2,"a woman with a scarf on her head walks down a wooden boardwalk","wearing=5|face=1|water=1|sand=1|walks=4|beach=3|women=4"
300577375_26cc2773a1_0,"a cop stands in front of a car on a busy street","stands=3|car=4|street=5|holding=1|smiling=1|road=4"
3006093003_c211737232_3,"the obama supporter wears a black jacket and brown hat","wearing=3|brown=4|stands=1|top=2|face=2|jacket=5|camera=1|black=4|smiling=1|hat=4|shirt=1"
300922408_05a4f9938c_1,"a black man and his dog on the beach","brown=1|face=1|water=2|sand=2|black=2|ocean=3|beach=5|dogs=5"
3009644534_992e9ea2a7_1,"a dog carrying a white ball","ball=4|carrying=2|field=1|toy=4|mouth=3|white=3|beach=1|dogs=3"
3015863181_92ff43f4d8_3,"the person in the white flowered shirt is bending down at the ball return in the bowling alley","wearing=1|ball=5|stands=2|jacket=1|white=4|shirt=4"
3016606751_0e8be20abd_2,"a man steps off of a boulder","boy=1|mountain=1|jumps=1|walks=1|park=1|large=1|field=2|rock=4|climbing=2|grass=1|top=1"
3017521547_f5ef8848e3_3,"two women are reaching with sticks for a ball during a sports game","soccer=1|ball=2|stands=1|tennis=1|park=1|young=1|face=1|field=1|running=1|race=1|stick=3|holding=1|grass=2|women=4"
3019842612_8501c1791e_2,"a skateboarder in a light green shirt","wearing=4|shirt=5|tree=1|skateboard=5|carrying=1|riding=2|rides=2"
3024172109_a10198e1dd_3,"a young man jumping through the air near a staircase","building=1|jumps=5|young=5|face=1|street=1|small=1|riding=1|air=5|rides=1"
3025549604_38b86198f5_4,"four young kids are sitting on large stools at a bar waiting for drinks","large=1|little=2|boy=1|sitting=4|young=5|face=1|water=2|small=2|sits=3|children=4"
3027397797_4f1d305ced_4,"shirtless tattooed man rides skateboard down blurring street near beach","wearing=1|stands=2|rides=2|jumps=1|skateboard=5|air=1|water=4|sand=4|street=5|ocean=1|riding=3|face=1|beach=3|road=3"
3028969146_26929ae0e8_0,"a beige dog with orange vest running on withering grass","wearing=1|shirt=1|park=1|hair=1|field=2|running=3|carrying=1|mouth=1|walks=1|orange=3|grass=4|dogs=4"
302983277_69a4e732e4_1,"a man rides a horse while mountains and clouds are shown in the background","mountain=5|sits=1|dirt=2|sitting=1|air=1|hair=1|running=1|mouth=1|riding=4|rock=2|climbing=1|grass=2|rides=4"
3030294889_78b2ccbe51_3,"three whales are jumping into the air at the same time in front of a very large crowd","large=3|jumps=4|three=4|air=2|water=3|camera=1|ocean=2|sits=1|beach=2|children=1|pool=2|swimming=3"
3030566410_393c36a6c5_1,"a woman holding a young boy slide down a water slide into a pool","boy=4|sits=2|sitting=1|young=3|water=3|small=2|carrying=2|holding=4|baby=1|smiling=1|swimming=3|rides=1|children=2|pool=3|women=4"
3040033126_9f4b88261b_3,"a dog leaps over the water from a rock","ocean=1|grass=1|dirt=1|jumps=2|sand=1|children=1|water=4|running=1|rock=5|climbing=1|air=1|dogs=5|swimming=1"
3042380610_c5ea61eef8_4,"six people standing behind electrical equipment","stands=2|face=1"
3044500219_778f9f2b71_2,"four woman wearing formal gowns pose together and smile","wearing=5|hair=1|stands=1|jacket=1|camera=2|smiling=5|hat=3|women=2"
3044536048_e615466e7f_0,"a lone parasurfer surfing a huge wave in the ocean","water=3|stands=1|rides=2|top=1|air=1|large=5|sand=4|holding=1|riding=3|ocean=5|beach=5|jumps=2|swimming=3"
3044746136_8b89da5f40_1,"a classroom of students watching a presentation","building=1|boy=2|sitting=2|young=3|face=2|smiling=1|sits=1|children=4"
3045613316_4e88862836_2,"three men are staring at the big green hills in the distance","mountain=1|stands=1|dirt=1|park=1|three=2|large=2|field=2|mouth=1|rock=1|grass=4"
3047264346_e24601bfbf_1,"a man dressed as teen wolf hugs a woman made up like a vampire","wearing=1|smiling=1|mouth=1|holding=1|women=3"
